FSA,POSTAL_CODE,PLACE_NAME,PROV,AREA_TYPE,LATITUDE,LONGITUDE
B1H,B1H2C7,New Waterford,NS,Urban,46.25216616,-60.09116361
B1H,B1H2C8,New Waterford,NS,Urban,46.25800304,-60.10277456
B1H,B1H2C9,New Waterford,NS,Urban,46.25802118,-60.10285336
B1H,B1H2E1,New Waterford,NS,Urban,46.176714,-60.190241
B1H,B1H2E2,New Waterford,NS,Urban,46.25858592,-60.10460724
B1H,B1H2E3,New Waterford,NS,Urban,46.25884288,-60.10516976
B1H,B1H2E4,New Waterford,NS,Urban,46.176714,-60.190241
B1H,B1H2E5,New Waterford,NS,Urban,46.25129397,-60.0846885
B1H,B1H2E6,New Waterford,NS,Urban,46.25130448,-60.08473281
B1H,B1H2E7,New Waterford,NS,Urban,46.25152514,-60.08566332
B1H,B1H2E8,New Waterford,NS,Urban,46.251664,-60.088617
B1H,B1H2E9,New Waterford,NS,Urban,46.2518056,-60.08677938
B1H,B1H2G1,New Waterford,NS,Urban,46.25181571,-60.08682282
B1H,B1H2G2,New Waterford,NS,Urban,46.25207711,-60.08788296
B1H,B1H2G3,New Waterford,NS,Urban,46.25209132,-60.08794094
B1H,B1H2G4,New Waterford,NS,Urban,46.25226406,-60.08864564
B1H,B1H2G5,New Waterford,NS,Urban,46.25235649,-60.08903504
B1H,B1H2G6,New Waterford,NS,Urban,46.25255743,-60.08991459
B1H,B1H2G7,New Waterford,NS,Urban,46.25260207,-60.09010435
B1H,B1H2G8,New Waterford,NS,Urban,46.25314623,-60.09233415
B1H,B1H2G9,New Waterford,NS,Urban,46.25324223,-60.09280097
B1H,B1H2H1,New Waterford,NS,Urban,46.25320087,-60.0925996
B1H,B1H2H2,New Waterford,NS,Urban,46.25354885,-60.09438308
B1H,B1H2H3,New Waterford,NS,Urban,46.25357517,-60.0945336
B1H,B1H2H4,New Waterford,NS,Urban,46.25363811,-60.09488547
B1H,B1H2H5,New Waterford,NS,Urban,46.25375946,-60.09555809
B1H,B1H2H6,New Waterford,NS,Urban,46.25393438,-60.09647875
B1H,B1H2H7,New Waterford,NS,Urban,46.25375164,-60.09551634
B1H,B1H2H8,New Waterford,NS,Urban,46.25474803,-60.09847633
B1H,B1H2H9,New Waterford,NS,Urban,46.25535755,-60.09900483
B1H,B1H2J1,New Waterford,NS,Urban,46.25594589,-60.09951731
B1H,B1H2J2,New Waterford,NS,Urban,46.25598277,-60.09955164
B1H,B1H2J3,New Waterford,NS,Urban,46.25008399,-60.07768633
B1H,B1H2J4,New Waterford,NS,Urban,46.25003963,-60.07747488
B1H,B1H2J5,New Waterford,NS,Urban,46.25038116,-60.07901
B1H,B1H2J6,New Waterford,NS,Urban,46.25123601,-60.08271086
B1H,B1H2J7,New Waterford,NS,Urban,46.25159258,-60.08414176
B1H,B1H2J8,New Waterford,NS,Urban,46.2529247,-60.08832117
B1H,B1H2J9,New Waterford,NS,Urban,46.25302663,-60.08878508
B1H,B1H2K1,New Waterford,NS,Urban,46.2530691,-60.08897838
B1H,B1H2K2,New Waterford,NS,Urban,46.25336757,-60.09026678
B1H,B1H2K3,New Waterford,NS,Urban,46.25340674,-60.0904305
B1H,B1H2K4,New Waterford,NS,Urban,46.251122,-60.101072
B1H,B1H2K5,New Waterford,NS,Urban,46.25008761,-60.07096024
B1H,B1H2K6,New Waterford,NS,Urban,46.25030521,-60.07236963
B1H,B1H2K7,New Waterford,NS,Urban,46.25039107,-60.07280378
B1H,B1H2K8,New Waterford,NS,Urban,46.25061108,-60.07384932
B1H,B1H2K9,New Waterford,NS,Urban,46.25070048,-60.07423594
B1H,B1H2L1,New Waterford,NS,Urban,46.25089977,-60.0755746
B1H,B1H2L2,New Waterford,NS,Urban,46.25079008,-60.07630265
B1H,B1H2L3,New Waterford,NS,Urban,46.25073759,-60.07712118
B1H,B1H2L4,New Waterford,NS,Urban,46.25102389,-60.07845541
B1H,B1H2L5,New Waterford,NS,Urban,46.25133999,-60.07987824
B1H,B1H2L6,New Waterford,NS,Urban,46.25189776,-60.0823434
B1H,B1H2L7,New Waterford,NS,Urban,46.25191717,-60.08243083
B1H,B1H2L8,New Waterford,NS,Urban,46.25203093,-60.08300031
B1H,B1H2L9,New Waterford,NS,Urban,46.25214332,-60.0835244
B1H,B1H2M1,New Waterford,NS,Urban,46.2523095,-60.08430487
B1H,B1H2M2,New Waterford,NS,Urban,46.252583,-60.084982
B1H,B1H2M3,New Waterford,NS,Urban,46.249934,-60.066274
B1H,B1H2M4,New Waterford,NS,Urban,46.249664,-60.066276
B1H,B1H2M5,New Waterford,NS,Urban,46.25269561,-60.08606603
B1H,B1H2M6,New Waterford,NS,Urban,46.25313924,-60.08763586
B1H,B1H2M7,New Waterford,NS,Urban,46.25369017,-60.08870215
B1H,B1H2M8,New Waterford,NS,Urban,46.25355898,-60.08823896
B1H,B1H2M9,New Waterford,NS,Urban,46.253671,-60.08685
B1H,B1H2N1,New Waterford,NS,Urban,46.25374236,-60.08741998
B1H,B1H2N2,New Waterford,NS,Urban,46.25446809,-60.09070328
B1H,B1H2N3,New Waterford,NS,Urban,46.25444985,-60.09062706
B1H,B1H2N4,New Waterford,NS,Urban,46.252108,-60.079667
B1H,B1H2N5,New Waterford,NS,Urban,46.251903,-60.077344
B1H,B1H2N6,New Waterford,NS,Urban,46.251431,-60.076552
B1H,B1H2N7,New Waterford,NS,Urban,46.25291155,-60.08243865
B1H,B1H2N8,New Waterford,NS,Urban,46.25285994,-60.08221704
B1H,B1H2N9,New Waterford,NS,Urban,46.25404034,-60.08741177
B1H,B1H2P1,New Waterford,NS,Urban,46.25420331,-60.08797914
B1H,B1H2P2,New Waterford,NS,Urban,46.25466,-60.08924689
B1H,B1H2P3,New Waterford,NS,Urban,46.25476848,-60.08959147
B1H,B1H2P4,New Waterford,NS,Urban,46.25525484,-60.09115187
B1H,B1H2P5,New Waterford,NS,Urban,46.25445137,-60.08878062
B1H,B1H2P6,New Waterford,NS,Urban,46.25455037,-60.08856641
B1H,B1H2P7,New Waterford,NS,Urban,46.251107,-60.072867
B1H,B1H2P8,New Waterford,NS,Urban,46.254315,-60.08688862
B1H,B1H2P9,New Waterford,NS,Urban,46.25423193,-60.08663135
B1H,B1H2R1,New Waterford,NS,Urban,46.256301,-60.097419
B1H,B1H2R2,New Waterford,NS,Urban,46.256933,-60.098293
B1H,B1H2R3,New Waterford,NS,Urban,46.25680689,-60.09833272
B1H,B1H2R4,New Waterford,NS,Urban,46.257201,-60.098774
B1H,B1H2R5,New Waterford,NS,Urban,46.253225,-60.080642
B1H,B1H2R6,New Waterford,NS,Urban,46.25352022,-60.08203872
B1H,B1H2R7,New Waterford,NS,Urban,46.25358174,-60.08230553
B1H,B1H2R8,New Waterford,NS,Urban,46.25379247,-60.08322427
B1H,B1H2R9,New Waterford,NS,Urban,46.25246016,-60.07480435
B1H,B1H2S1,New Waterford,NS,Urban,46.25252422,-60.07506927
B1H,B1H2S3,New Waterford,NS,Urban,46.25579163,-60.09028272
B1H,B1H2S4,New Waterford,NS,Urban,46.25460084,-60.08309992
B1H,B1H2S5,New Waterford,NS,Urban,46.257078,-60.095012
B1H,B1H2S6,New Waterford,NS,Urban,46.257528,-60.096012
B1H,B1H2S7,New Waterford,NS,Urban,46.257332,-60.096503
B1H,B1H2S8,New Waterford,NS,Urban,46.25703346,-60.08957127
B1H,B1H2T1,New Waterford,NS,Urban,46.25878322,-60.10558385
B1H,B1H2T2,New Waterford,NS,Urban,46.25889397,-60.10554002
B1H,B1H2T3,New Waterford,NS,Urban,46.258552,-60.1049
B1H,B1H2T4,New Waterford,NS,Urban,46.25800927,-60.10279776
B1H,B1H2T5,New Waterford,NS,Urban,46.25666,-60.10353
B1H,B1H2T6,New Waterford,NS,Urban,46.251123,-60.101072
B1H,B1H2T9,Scotchtown,NS,Urban,46.240674,-60.107058
B1H,B1H2V2,New Waterford,NS,Urban,46.270544,-60.138975
B1H,B1H2V3,New Waterford,NS,Urban,46.253489,-60.096778
B1H,B1H2V4,New Waterford,NS,Urban,46.25569081,-60.10000332
B1H,B1H2V5,New Waterford,NS,Urban,46.2561671,-60.09911904
B1H,B1H2V6,New Waterford,NS,Urban,46.25619578,-60.0990786
B1H,B1H2V7,New Waterford,NS,Urban,46.25869956,-60.09730867
B1H,B1H2W1,New Waterford,NS,Urban,46.259358,-60.095762
B1H,B1H2W2,New Waterford,NS,Urban,46.259456,-60.095994
B1H,B1H2W3,New Waterford,NS,Urban,46.25833329,-60.09635154
B1H,B1H2W4,New Waterford,NS,Urban,46.25728861,-60.09681771
B1H,B1H2W5,New Waterford,NS,Urban,46.25626054,-60.09729584
B1H,B1H2W6,New Waterford,NS,Urban,46.25523478,-60.097741
B1H,B1H2W7,New Waterford,NS,Urban,46.25432614,-60.09810419
B1H,B1H2W8,New Waterford,NS,Urban,46.25906,-60.094881
B1H,B1H2W9,New Waterford,NS,Urban,46.257084,-60.095734
B1H,B1H2X1,Scotchtown,NS,Urban,46.241742,-60.102891
B1H,B1H2X2,Scotchtown,NS,Urban,46.241591,-60.102684000000004
B1H,B1H2X3,Scotchtown,NS,Urban,46.240884,-60.103028
B1H,B1H2X4,Scotchtown,NS,Urban,46.239021,-60.103892
B1H,B1H2X5,Scotchtown,NS,Urban,46.239757,-60.10382
B1H,B1H2X6,Scotchtown,NS,Urban,46.238282,-60.104529
B1H,B1H2X7,New Waterford,NS,Urban,46.258668,-60.094195
B1H,B1H2X8,New Waterford,NS,Urban,46.258531,-60.093981
B1H,B1H2X9,New Waterford,NS,Urban,46.257073,-60.095017
B1H,B1H2Y1,New Waterford,NS,Urban,46.24921983,-60.09765444
B1H,B1H2Y2,New Waterford,NS,Urban,46.24942314,-60.09670207
B1H,B1H2Y3,Scotchtown,NS,Urban,46.238669,-60.102332
B1H,B1H2Y4,Scotchtown,NS,Urban,46.238533,-60.102117
B1H,B1H2Y5,New Waterford,NS,Urban,46.24299208,-60.10043013
B1H,B1H2Y6,New Waterford,NS,Urban,46.24278872,-60.10054129
B1H,B1H2Y7,New Waterford,NS,Urban,46.258411,-60.093102
B1H,B1H2Y8,New Waterford,NS,Urban,46.258511,-60.093333
B1H,B1H2Y9,New Waterford,NS,Urban,46.257378,-60.093566
B1H,B1H2Z1,New Waterford,NS,Urban,46.25514081,-60.09478534
B1H,B1H2Z2,New Waterford,NS,Urban,46.25327392,-60.09566483
B1H,B1H2Z3,New Waterford,NS,Urban,46.25334688,-60.0956282
B1H,B1H2Z4,New Waterford,NS,Urban,46.25461982,-60.0939993
B1H,B1H2Z5,New Waterford,NS,Urban,46.25531264,-60.09405835
B1H,B1H2Z6,New Waterford,NS,Urban,46.25336718,-60.09457927
B1H,B1H2Z7,New Waterford,NS,Urban,46.25304056,-60.09471703
B1H,B1H2Z8,New Waterford,NS,Urban,46.25061693,-60.09581896
B1H,B1H2Z9,New Waterford,NS,Urban,46.25639584,-60.09230641
B1H,B1H3A1,New Waterford,NS,Urban,46.25637095,-60.09231925
B1H,B1H3A2,New Waterford,NS,Urban,46.24289405,-60.09840536
B1H,B1H3A3,New Waterford,NS,Urban,46.25238524,-60.09314458
B1H,B1H3A4,New Waterford,NS,Urban,46.25196482,-60.09335581
B1H,B1H3A5,New Waterford,NS,Urban,46.24967704,-60.09449695
B1H,B1H3A6,New Waterford,NS,Urban,46.24867193,-60.09502572
B1H,B1H3A7,New Waterford,NS,Urban,46.25698396,-60.09097247
B1H,B1H3A8,New Waterford,NS,Urban,46.25706681,-60.09093326
B1H,B1H3A9,New Waterford,NS,Urban,46.25597875,-60.09145324
B1H,B1H3B1,Scotchtown,NS,Urban,46.240756,-60.098903
B1H,B1H3B2,Scotchtown,NS,Urban,46.24051668,-60.09888748
B1H,B1H3B3,Scotchtown,NS,Urban,46.18976,-59.960353
B1H,B1H3B4,Scotchtown,NS,Urban,46.18976,-59.960353
B1H,B1H3B5,Scotchtown,NS,Urban,46.18976,-59.960353
B1H,B1H3B6,Scotchtown,NS,Urban,46.18976,-59.960353
B1H,B1H3B7,Scotchtown,NS,Urban,46.18976,-59.960353
B1H,B1H3B8,Scotchtown,NS,Urban,46.18976,-59.960353
B1H,B1H3B9,Scotchtown,NS,Urban,46.18976,-59.960353
B1H,B1H3C1,Scotchtown,NS,Urban,46.18976,-59.960353
B1H,B1H3C2,New Waterford,NS,Urban,46.25504078,-60.09115347
B1H,B1H3C3,New Waterford,NS,Urban,46.25507792,-60.09113204
B1H,B1H3C4,New Waterford,NS,Urban,46.25448184,-60.09147787
B1H,B1H3C5,New Waterford,NS,Urban,46.25251054,-60.09202879
B1H,B1H3C6,New Waterford,NS,Urban,46.2529041,-60.091822
B1H,B1H3C7,New Waterford,NS,Urban,46.2517337,-60.09243593
B1H,B1H3C8,New Waterford,NS,Urban,46.25066735,-60.09297421
B1H,B1H3C9,New Waterford,NS,Urban,46.25016693,-60.09319373
B1H,B1H3E1,New Waterford,NS,Urban,46.2494447,-60.09363781
B1H,B1H3E2,New Waterford,NS,Urban,46.2485405,-60.09402325
B1H,B1H3E3,New Waterford,NS,Urban,46.24774649,-60.09444
B1H,B1H3E4,New Waterford,NS,Urban,46.24663727,-60.0950041
B1H,B1H3E5,New Waterford,NS,Urban,46.24492045,-60.09587274
B1H,B1H3E6,New Waterford,NS,Urban,46.24500391,-60.09582254
B1H,B1H3E7,New Waterford,NS,Urban,46.2445536,-60.09608304
B1H,B1H3E8,New Waterford,NS,Urban,46.24354106,-60.09659398
B1H,B1H3E9,New Waterford,NS,Urban,46.24346113,-60.0966361
B1H,B1H3G1,New Waterford,NS,Urban,46.24249079,-60.09714564
B1H,B1H3G2,New Waterford,NS,Urban,46.24231709,-60.09722986
B1H,B1H3G3,New Waterford,NS,Urban,46.2557734,-60.09007026
B1H,B1H3G4,New Waterford,NS,Urban,46.25574205,-60.09008489
B1H,B1H3G5,New Waterford,NS,Urban,46.24337197,-60.09553665
B1H,B1H3G6,New Waterford,NS,Urban,46.24334649,-60.09554924
B1H,B1H3G7,Scotchtown,NS,Urban,46.239214,-60.09742
B1H,B1H3G8,Scotchtown,NS,Urban,46.239547,-60.096031
B1H,B1H3G9,New Waterford,NS,Urban,46.246382,-60.099737
B1H,B1H3H1,New Waterford,NS,Urban,46.256713,-60.08746
B1H,B1H3H2,New Waterford,NS,Urban,46.25715895,-60.08531443
B1H,B1H3H3,New Waterford,NS,Urban,46.25424624,-60.08890252
B1H,B1H3H4,New Waterford,NS,Urban,46.25412491,-60.08896383
B1H,B1H3H5,New Waterford,NS,Urban,46.25370446,-60.08918286
B1H,B1H3H6,New Waterford,NS,Urban,46.2531546,-60.08949334
B1H,B1H3H7,New Waterford,NS,Urban,46.25219032,-60.08998454
B1H,B1H3H8,New Waterford,NS,Urban,46.25208823,-60.09003969
B1H,B1H3H9,New Waterford,NS,Urban,46.25188873,-60.09014612
B1H,B1H3J1,New Waterford,NS,Urban,46.25116623,-60.09050073
B1H,B1H3J2,New Waterford,NS,Urban,46.25114263,-60.09051196
B1H,B1H3J3,New Waterford,NS,Urban,46.25062149,-60.09076023
B1H,B1H3J4,New Waterford,NS,Urban,46.250117,-60.09099976
B1H,B1H3J5,New Waterford,NS,Urban,46.24962811,-60.09124768
B1H,B1H3J6,New Waterford,NS,Urban,46.252513,-60.090922
B1H,B1H3J7,New Waterford,NS,Urban,46.24639838,-60.09295345
B1H,B1H3J9,New Waterford,NS,Urban,46.244256,-60.09294
B1H,B1H3K1,New Waterford,NS,Urban,46.244257,-60.09294
B1H,B1H3K2,New Waterford,NS,Urban,46.24402387,-60.09413991
B1H,B1H3K3,New Waterford,NS,Urban,46.243477,-60.094258
B1H,B1H3K4,New Waterford,NS,Urban,46.244258,-60.09294
B1H,B1H3K5,New Waterford,NS,Urban,46.24251303,-60.09495432
B1H,B1H3K6,New Waterford,NS,Urban,46.24245187,-60.09498502
B1H,B1H3K7,New Waterford,NS,Urban,46.24186059,-60.0952818
B1H,B1H3K8,New Waterford,NS,Urban,46.24161462,-60.09540622
B1H,B1H3K9,New Waterford,NS,Urban,46.24134523,-60.0955425
B1H,B1H3L1,New Waterford,NS,Urban,46.24322521,-60.09352797
B1H,B1H3L2,New Waterford,NS,Urban,46.24314395,-60.0935684
B1H,B1H3L3,New Waterford,NS,Urban,46.24233134,-60.0939727
B1H,B1H3L4,New Waterford,NS,Urban,46.24214463,-60.09406305
B1H,B1H3L5,New Waterford,NS,Urban,46.24112797,-60.09455581
B1H,B1H3L6,New Waterford,NS,Urban,46.25195996,-60.08903899
B1H,B1H3L7,New Waterford,NS,Urban,46.2519344,-60.08905143
B1H,B1H3L8,New Waterford,NS,Urban,46.25093015,-60.08954113
B1H,B1H3L9,New Waterford,NS,Urban,46.25078945,-60.08961054
B1H,B1H3M1,River Ryan,NS,Urban,46.229487,-60.094116
B1H,B1H3M2,Scotchtown,NS,Urban,46.235889,-60.09678
B1H,B1H3M3,River Ryan,NS,Urban,46.229488,-60.094116
B1H,B1H3M4,Scotchtown,NS,Urban,46.23294991,-60.09803904
B1H,B1H3M5,New Waterford,NS,Urban,46.25417454,-60.08727446
B1H,B1H3M6,New Waterford,NS,Urban,46.25392715,-60.08741264
B1H,B1H3M7,New Waterford,NS,Urban,46.25367338,-60.08754794
B1H,B1H3M8,New Waterford,NS,Urban,46.25319052,-60.0877937
B1H,B1H3M9,New Waterford,NS,Urban,46.241445,-60.09347
B1H,B1H3N1,New Waterford,NS,Urban,46.241285,-60.093266
B1H,B1H3N2,New Waterford,NS,Urban,46.25185496,-60.0879485
B1H,B1H3N3,New Waterford,NS,Urban,46.25161682,-60.08807026
B1H,B1H3N4,New Waterford,NS,Urban,46.25082538,-60.08847425
B1H,B1H3N5,New Waterford,NS,Urban,46.24996373,-60.08883093
B1H,B1H3N6,New Waterford,NS,Urban,46.164628,-60.179613
B1H,B1H3N7,New Waterford,NS,Urban,46.24850127,-60.08920506
B1H,B1H3N8,New Waterford,NS,Urban,46.164629,-60.179613
B1H,B1H3N9,New Waterford,NS,Urban,46.24479562,-60.09087883
B1H,B1H3P1,New Waterford,NS,Urban,46.25201367,-60.08740272
B1H,B1H3P2,New Waterford,NS,Urban,46.2520419,-60.08738863
B1H,B1H3P3,New Waterford,NS,Urban,46.25432039,-60.08536709
B1H,B1H3P4,New Waterford,NS,Urban,46.25389968,-60.08560231
B1H,B1H3P5,New Waterford,NS,Urban,46.25421035,-60.08543175
B1H,B1H3P6,New Waterford,NS,Urban,46.25172215,-60.08667439
B1H,B1H3P7,New Waterford,NS,Urban,46.25252294,-60.08625917
B1H,B1H3P8,New Waterford,NS,Urban,46.25011983,-60.08743764
B1H,B1H3P9,New Waterford,NS,Urban,46.254241,-60.085173
B1H,B1H3R1,New Waterford,NS,Urban,46.25202977,-60.08539077
B1H,B1H3R2,New Waterford,NS,Urban,46.25117,-60.085699
B1H,B1H3R3,New Waterford,NS,Urban,46.251113,-60.086015
B1H,B1H3R4,New Waterford,NS,Urban,46.24837526,-60.08724391
B1H,B1H3R5,New Waterford,NS,Urban,46.248445,-60.08734
B1H,B1H3R6,New Waterford,NS,Urban,46.24078334,-60.09075809
B1H,B1H3R7,New Waterford,NS,Urban,46.2412227,-60.09051595
B1H,B1H3R8,New Waterford,NS,Urban,46.25626533,-60.08495422
B1H,B1H3R9,New Waterford,NS,Urban,46.25444263,-60.0837371
B1H,B1H3S1,New Waterford,NS,Urban,46.254287,-60.08338
B1H,B1H3S2,New Waterford,NS,Urban,46.25327027,-60.08418311
B1H,B1H3S3,River Ryan,NS,Urban,46.234095,-60.091786
B1H,B1H3S4,New Waterford,NS,Urban,46.25188503,-60.08429167
B1H,B1H3S5,New Waterford,NS,Urban,46.25157875,-60.08444869
B1H,B1H3S6,New Waterford,NS,Urban,46.25090595,-60.0847665
B1H,B1H3S7,New Waterford,NS,Urban,46.24960457,-60.08537384
B1H,B1H3S8,New Waterford,NS,Urban,46.24875359,-60.08577513
B1H,B1H3S9,New Waterford,NS,Urban,46.24864349,-60.08582556
B1H,B1H3T2,New Waterford,NS,Urban,46.24573285,-60.08713671
B1H,B1H3T3,New Waterford,NS,Urban,46.24546002,-60.08725812
B1H,B1H3T4,New Waterford,NS,Urban,46.24182687,-60.08953068
B1H,B1H3T5,New Waterford,NS,Urban,46.24174379,-60.08969721
B1H,B1H3T6,New Waterford,NS,Urban,46.254466,-60.083
B1H,B1H3T7,New Waterford,NS,Urban,46.25202548,-60.0831316
B1H,B1H3T8,New Waterford,NS,Urban,46.25134494,-60.08344874
B1H,B1H3T9,New Waterford,NS,Urban,46.25005288,-60.08407149
B1H,B1H3V1,New Waterford,NS,Urban,46.24988233,-60.08415231
B1H,B1H3V2,New Waterford,NS,Urban,46.24844283,-60.08485103
B1H,B1H3V3,New Waterford,NS,Urban,46.24835107,-60.08488543
B1H,B1H3V4,River Ryan,NS,Urban,46.205964,-59.957802
B1H,B1H3V5,River Ryan,NS,Urban,46.205964,-59.957802
B1H,B1H3V6,River Ryan,NS,Urban,46.22748409,-60.05606088
B1H,B1H3V7,New Waterford,NS,Urban,46.253941,-60.081608
B1H,B1H3V9,New Waterford,NS,Urban,46.25328703,-60.08180537
B1H,B1H3W1,New Waterford,NS,Urban,46.253202,-60.081696
B1H,B1H3W2,New Waterford,NS,Urban,46.25237439,-60.08226443
B1H,B1H3W3,New Waterford,NS,Urban,46.24437777,-60.08562488
B1H,B1H3W4,New Waterford,NS,Urban,46.24321963,-60.0861925
B1H,B1H3W5,New Waterford,NS,Urban,46.25111044,-60.08250737
B1H,B1H3W6,New Waterford,NS,Urban,46.25003299,-60.08301372
B1H,B1H3W7,New Waterford,NS,Urban,46.24964728,-60.08316708
B1H,B1H3W9,New Waterford,NS,Urban,46.24809438,-60.08393093
B1H,B1H3X1,New Waterford,NS,Urban,46.24806444,-60.08394325
B1H,B1H3X2,River Ryan,NS,Urban,46.23229,-60.09058
B1H,B1H3X3,River Ryan,NS,Urban,46.23192092,-60.09144242
B1H,B1H3X4,New Waterford,NS,Urban,46.253849,-60.080323
B1H,B1H3X5,New Waterford,NS,Urban,46.253532,-60.080185
B1H,B1H3X6,New Waterford,NS,Urban,46.253493,-60.080477
B1H,B1H3X7,New Waterford,NS,Urban,46.252938,-60.080723
B1H,B1H3X8,New Waterford,NS,Urban,46.25224,-60.08076
B1H,B1H3X9,New Waterford,NS,Urban,46.251528,-60.081363
B1H,B1H3Y1,New Waterford,NS,Urban,46.25154625,-60.08125287
B1H,B1H3Y2,New Waterford,NS,Urban,46.250786,-60.081435
B1H,B1H3Y3,New Waterford,NS,Urban,46.250901,-60.08155242
B1H,B1H3Y4,New Waterford,NS,Urban,46.24947184,-60.08217693
B1H,B1H3Y5,New Waterford,NS,Urban,46.24944411,-60.0821906
B1H,B1H3Y6,New Waterford,NS,Urban,46.247389,-60.083026
B1H,B1H3Y7,New Waterford,NS,Urban,46.24769,-60.083166
B1H,B1H3Y8,New Waterford,NS,Urban,46.246266,-60.083813
B1H,B1H3Y9,New Waterford,NS,Urban,46.244141,-60.084798
B1H,B1H3Z1,New Waterford,NS,Urban,46.24487424,-60.08432531
B1H,B1H3Z2,New Waterford,NS,Urban,46.243482,-60.085102
B1H,B1H3Z3,New Waterford,NS,Urban,46.243367,-60.084877
B1H,B1H3Z4,New Waterford,NS,Urban,46.24017606,-60.0864833
B1H,B1H3Z5,New Waterford,NS,Urban,46.241068,-60.085942
B1H,B1H3Z7,New Waterford,NS,Urban,46.24691078,-60.08229917
B1H,B1H3Z8,New Waterford,NS,Urban,46.24735462,-60.08208773
B1H,B1H3Z9,New Waterford,NS,Urban,46.24924711,-60.0812371
B1H,B1H4A1,New Waterford,NS,Urban,46.24927542,-60.0812247
B1H,B1H4A2,New Waterford,NS,Urban,46.25068997,-60.08053415
B1H,B1H4A3,New Waterford,NS,Urban,46.25001875,-60.08085782
B1H,B1H4A4,New Waterford,NS,Urban,46.251983,-60.079667
B1H,B1H4A5,New Waterford,NS,Urban,46.251977,-60.079401
B1H,B1H4A6,New Waterford,NS,Urban,46.24588475,-60.08194071
B1H,B1H4A7,New Waterford,NS,Urban,46.24560222,-60.08207247
B1H,B1H4A8,New Waterford,NS,Urban,46.24306111,-60.08326151
B1H,B1H4A9,New Waterford,NS,Urban,46.24296702,-60.08330885
B1H,B1H4B1,New Waterford,NS,Urban,46.2419774,-60.08379943
B1H,B1H4B2,New Waterford,NS,Urban,46.24046963,-60.08445234
B1H,B1H4B3,New Waterford,NS,Urban,46.23954132,-60.08487378
B1H,B1H4B4,New Waterford,NS,Urban,46.25000535,-60.07978394
B1H,B1H4B5,New Waterford,NS,Urban,46.250198,-60.079696
B1H,B1H4B6,New Waterford,NS,Urban,46.24902193,-60.08021429
B1H,B1H4B7,New Waterford,NS,Urban,46.24742255,-60.08095787
B1H,B1H4B8,New Waterford,NS,Urban,46.24669397,-60.08127736
B1H,B1H4B9,New Waterford,NS,Urban,46.24567195,-60.08096765
B1H,B1H4C1,New Waterford,NS,Urban,46.24564083,-60.08098265
B1H,B1H4C2,New Waterford,NS,Urban,46.24430177,-60.08162928
B1H,B1H4C3,New Waterford,NS,Urban,46.24369048,-60.08192535
B1H,B1H4C4,New Waterford,NS,Urban,46.24287743,-60.08231676
B1H,B1H4C5,New Waterford,NS,Urban,46.24279311,-60.082354
B1H,B1H4C6,New Waterford,NS,Urban,46.24181591,-60.08278754
B1H,B1H4C7,New Waterford,NS,Urban,46.24169163,-60.08284719
B1H,B1H4C8,New Waterford,NS,Urban,46.2500338,-60.07865559
B1H,B1H4C9,New Waterford,NS,Urban,46.25020986,-60.07856278
B1H,B1H4E1,New Waterford,NS,Urban,46.245329,-60.079727
B1H,B1H4E2,New Waterford,NS,Urban,46.132779,-60.19007
B1H,B1H4E3,New Waterford,NS,Urban,46.132779,-60.19007
B1H,B1H4E4,New Waterford,NS,Urban,46.132779,-60.19007
B1H,B1H4E5,New Waterford,NS,Urban,46.24260905,-60.0812386
B1H,B1H4E6,New Waterford,NS,Urban,46.24258213,-60.08125073
B1H,B1H4E7,New Waterford,NS,Urban,46.13362778,-60.19093316
B1H,B1H4E8,New Waterford,NS,Urban,46.25103142,-60.07527885
B1H,B1H4E9,New Waterford,NS,Urban,46.2512316,-60.07519484
B1H,B1H4G1,New Waterford,NS,Urban,46.24535735,-60.07773388
B1H,B1H4G2,New Waterford,NS,Urban,46.24487077,-60.07798325
B1H,B1H4G3,New Waterford,NS,Urban,46.24395298,-60.07847031
B1H,B1H4G4,New Waterford,NS,Urban,46.243294,-60.07878328
B1H,B1H4G5,New Waterford,NS,Urban,46.24222261,-60.07926984
B1H,B1H4G6,New Waterford,NS,Urban,46.24215995,-60.07930001
B1H,B1H4G7,New Waterford,NS,Urban,46.25120901,-60.07379409
B1H,B1H4G8,New Waterford,NS,Urban,46.25127096,-60.07376897
B1H,B1H4G9,New Waterford,NS,Urban,46.25212277,-60.07342252
B1H,B1H4H1,New Waterford,NS,Urban,46.24101489,-60.07803947
B1H,B1H4H2,New Waterford,NS,Urban,46.24105611,-60.07801834
B1H,B1H4H3,New Waterford,NS,Urban,46.24967178,-60.07389714
B1H,B1H4H4,New Waterford,NS,Urban,46.25049879,-60.07352146
B1H,B1H4H5,New Waterford,NS,Urban,46.24768349,-60.07483803
B1H,B1H4H6,New Waterford,NS,Urban,46.24635974,-60.0754842
B1H,B1H4H7,New Waterford,NS,Urban,46.24793468,-60.07391751
B1H,B1H4H8,New Waterford,NS,Urban,46.117534,-60.172192
B1H,B1H4H9,New Waterford,NS,Urban,46.2472763,-60.07443561
B1H,B1H4J1,New Waterford,NS,Urban,46.24611468,-60.07496538
B1H,B1H4J2,New Waterford,NS,Urban,46.25023598,-60.07204629
B1H,B1H4J3,New Waterford,NS,Urban,46.24961763,-60.07233814
